54, 59, 54, 63, 68, 71, 73, 68, 66, 76, 67, 66, 66, 64, 70, 70, 65, 64, 66, 72, 76, 
55, 64, 62, 59, 68, 62, 72, 72, 72, 70, 77, 62, 66, 62, 67, 71, 70, 66, 67, 67, 72, 
67, 64, 69, 67, 72, 64, 68, 65, 66, 66, 70, 70, 72, 59, 68, 71, 69, 58, 71, 69, 77, 
58, 65, 68, 65, 69, 62, 70, 70, 70, 72, 72, 70, 68, 65, 68, 70, 67, 66, 68, 70, 73, 
62, 64, 73, 68, 68, 59, 75, 69, 72, 72, 68, 71, 68, 67, 70, 70, 69, 55, 76, 74, 75, 
59, 67, 75, 62, 62, 51, 68, 63, 67, 71, 70, 70, 72, 71, 68, 67, 66, 63, 68, 67, 67, 
67, 59, 65, 62, 72, 63, 67, 67, 65, 64, 65, 70, 78, 78, 66, 70, 68, 64, 64, 67, 65, 
57, 62, 65, 59, 60, 57, 61, 63, 62, 70, 70, 70, 73, 64, 67, 67, 71, 60, 72, 69, 68, 
62, 68, 67, 62, 67, 63, 73, 68, 65, 72, 70, 64, 66, 65, 64, 68, 63, 64, 67, 66, 65, 
58, 64, 64, 63, 63, 69, 67, 70, 66, 66, 65, 63, 67, 63, 64, 68, 64, 61, 65, 66, 69, 
60, 71, 72, 59, 67, 67, 76, 70, 68, 68, 64, 70, 77, 71, 66, 71, 63, 60, 66, 73, 75, 
54, 73, 67, 57, 75, 60, 67, 67, 66, 69, 73, 66, 75, 69, 71, 72, 73, 66, 75, 64, 69, 
50, 57, 73, 64, 71, 61, 72, 75, 69, 69, 69, 67, 71, 68, 67, 65, 68, 60, 71, 72, 71, 
61, 69, 80, 65, 70, 55, 70, 68, 67, 65, 64, 66, 68, 69, 65, 67, 64, 62, 65, 69, 72, 
59, 65, 71, 67, 74, 62, 62, 68, 63, 67, 63, 69, 68, 66, 69, 67, 66, 58, 62, 69, 69, 
60, 70, 68, 66, 70, 62, 78, 66, 65, 69, 68, 68, 69, 69, 72, 75, 71, 60, 65, 63, 60, 
63, 63, 61, 58, 63, 63, 76, 78, 74, 69, 66, 71, 73, 66, 66, 68, 66, 62, 66, 67, 63, 
53, 73, 66, 65, 66, 47, 67, 63, 64, 60, 71, 62, 73, 66, 71, 72, 68, 46, 68, 72, 74, 
61, 69, 73, 64, 61, 59, 67, 72, 68, 72, 72, 67, 71, 67, 67, 70, 66, 54, 75, 70, 71, 
60, 65, 64, 64, 76, 58, 72, 65, 69, 69, 75, 70, 70, 70, 66, 71, 66, 68, 64, 69, 66, 
64, 66, 67, 54, 57, 53, 69, 65, 67, 71, 67, 68, 74, 69, 70, 66, 70, 63, 68, 67, 70, 
55, 62, 63, 60, 70, 66, 73, 67, 60, 63, 59, 70, 67, 68, 67, 69, 63, 62, 64, 66, 75, 
63, 62, 71, 68, 74, 67, 79, 71, 71, 69, 73, 67, 73, 62, 64, 72, 71, 64, 73, 64, 67, 
61, 64, 65, 63, 72, 66, 70, 75, 75, 71, 64, 65, 66, 66, 70, 67, 71, 57, 67, 64, 66, 
63, 63, 64, 62, 65, 68, 74, 69, 64, 62, 67, 62, 69, 67, 71, 76, 74, 66, 78, 71, 74, 
54, 69, 69, 71, 72, 60, 74, 73, 66, 66, 63, 67, 78, 75, 70, 66, 70, 61, 66, 65, 63, 
60, 67, 68, 63, 67, 57, 64, 67, 71, 66, 72, 71, 70, 63, 61, 67, 69, 71, 70, 74, 74, 
62, 63, 65, 64, 60, 58, 61, 64, 65, 67, 67, 66, 66, 60, 72, 70, 71, 61, 69, 72, 72, 
55, 66, 67, 61, 68, 61, 66, 63, 65, 66, 70, 73, 68, 68, 60, 64, 64, 60, 69, 71, 66, 
67, 69, 70, 68, 68, 61, 67, 60, 63, 71, 69, 67, 69, 68, 73, 61, 65, 55, 70, 71, 62, 
58, 60, 64, 67, 66, 64, 72, 74, 75, 71, 68, 70, 67, 64, 71, 70, 65, 59, 71, 67, 69, 
57, 67, 67, 66, 64, 65, 72, 72, 72, 69, 67, 69, 68, 69, 70, 68, 64, 63, 57, 66, 70, 
62, 66, 65, 61, 63, 52, 69, 71, 74, 74, 70, 72, 68, 61, 68, 67, 69, 63, 58, 71, 70, 
54, 69, 68, 72, 75, 66, 75, 72, 64, 67, 61, 68, 67, 68, 63, 65, 67, 59, 70, 67, 71, 
56, 60, 67, 64, 69, 63, 72, 68, 70, 61, 67, 62, 63, 69, 62, 63, 62, 64, 68, 70, 73, 
57, 60, 63, 64, 64, 55, 62, 65, 64, 70, 69, 67, 72, 67, 67, 68, 77, 66, 68, 67, 67, 
62, 62, 62, 60, 68, 63, 74, 73, 68, 65, 65, 66, 68, 72, 74, 69, 75, 61, 70, 70, 67, 
57, 60, 63, 62, 65, 64, 72, 72, 66, 64, 63, 67, 75, 71, 70, 71, 72, 66, 67, 75, 72, 
51, 58, 61, 56, 67, 67, 70, 64, 66, 67, 64, 68, 70, 71, 64, 69, 72, 51, 65, 65, 64, 
62, 64, 67, 62, 59, 56, 67, 68, 63, 70, 73, 67, 73, 62, 66, 70, 66, 61, 63, 66, 65, 
58, 64, 66, 64, 70, 67, 73, 67, 70, 67, 67, 73, 71, 74, 75, 73, 68, 57, 66, 63, 68, 
65, 75, 72, 68, 73, 64, 74, 77, 68, 70, 71, 70, 76, 71, 79, 68, 71, 62, 70, 68, 69, 
56, 57, 58, 62, 60, 57, 72, 71, 64, 67, 80, 67, 75, 73, 75, 74, 73, 62, 69, 67, 61, 
62, 67, 68, 60, 68, 66, 65, 72, 74, 73, 67, 66, 70, 72, 74, 71, 74, 62, 64, 73, 75, 
65, 66, 65, 65, 66, 62, 73, 71, 70, 69, 68, 66, 67, 67, 69, 75, 66, 66, 65, 64, 76, 
59, 68, 72, 66, 69, 62, 76, 72, 62, 62, 76, 60, 65, 63, 67, 68, 69, 63, 63, 68, 65, 
57, 71, 69, 59, 66, 67, 74, 76, 64, 69, 62, 62, 83, 70, 73, 70, 60, 58, 67, 70, 68, 
62, 61, 69, 66, 68, 63, 72, 75, 73, 65, 67, 67, 69, 68, 66, 63, 68, 57, 66, 62, 73, 
64, 68, 66, 63, 69, 64, 66, 68, 77, 71, 78, 71, 75, 71, 75, 67, 71, 64, 67, 67, 72, 
61, 60, 70, 65, 62, 57, 73, 75, 77, 75, 68, 66, 67, 69, 73, 71, 74, 60, 64, 64, 61, 
56, 69, 71, 64, 69, 62, 71, 67, 70, 70, 74, 65, 72, 68, 61, 64, 69, 55, 61, 64, 67, 
59, 63, 64, 67, 59, 58, 72, 67, 71, 65, 61, 67, 64, 65, 68, 72, 66, 63, 62, 70, 70, 
63, 67, 68, 63, 66, 61, 75, 68, 70, 69, 67, 70, 68, 70, 72, 65, 66, 57, 62, 62, 63, 
63, 72, 73, 64, 64, 58, 73, 72, 66, 66, 69, 70, 71, 74, 71, 70, 66, 65, 62, 60, 63, 
63, 64, 69, 67, 63, 67, 74, 72, 68, 67, 66, 59, 63, 62, 67, 66, 70, 69, 68, 72, 74, 
65, 63, 67, 72, 67, 64, 67, 63, 66, 79, 72, 71, 68, 67, 59, 67, 62, 58, 69, 72, 70, 
55, 60, 64, 61, 69, 53, 66, 59, 61, 67, 66, 70, 76, 69, 73, 73, 69, 66, 69, 68, 68, 
60, 62, 71, 70, 68, 62, 73, 69, 67, 69, 68, 68, 76, 74, 62, 66, 67, 61, 64, 69, 73, 

